Ticker,Name,Weight,Shares,Price
LCNB UR Equity,LCNB Corp,--,--,18.22
NAME UW Equity,Rightside Group Ltd,--,--,9.1
SSNC UW Equity,SS&C Technologies Holdings Inc,--,--,32.15
USM UN Equity,United States Cellular Corp,--,--,36.34
TNGO UW Equity,Tangoe US Inc,--,--,8.25
UTL UN Equity,Unitil Corp,--,--,39.06
FCB UN Equity,FCB Financial Holdings Inc,--,--,38.43
MHLD UW Equity,Maiden Holdings Ltd,--,--,12.69
BRX UN Equity,Brixmor Property Group Inc,--,--,27.79
ROIC UW Equity,Retail Opportunity Investments Corp,--,--,21.96
1469138D UN Equity,Envision Healthcare Holdings Inc,--,--,22.27
VLGEA UW Equity,Village Super Market Inc,--,--,32.01
TRS UW Equity,TriMas Corp,--,--,18.61
VSEC UW Equity,VSE Corp,--,--,33.99
WASH UW Equity,Washington Trust Bancorp Inc,--,--,40.22
KW UN Equity,Kennedy-Wilson Holdings Inc,--,--,22.55
WEYS UW Equity,Weyco Group Inc,--,--,26.87
CIO UN Equity,City Office REIT Inc,--,--,12.73
WRE UN Equity,Washington Real Estate Investment Trust,--,--,31.12
WSBC UW Equity,WesBanco Inc,--,--,32.88
VWR UW Equity,VWR Corp,--,--,28.36
FMNB UR Equity,Farmers National Banc Corp,--,--,10.78
OPY UN Equity,Oppenheimer Holdings Inc,--,--,14.29
TRGP UN Equity,Targa Resources Corp,--,--,49.11
INDT UQ Equity,Indus Realty Trust Inc,--,--,31.69
TITN UW Equity,Titan Machinery Inc,--,--,10.4
EGLTQ UQ Equity,Zyla Life Sciences,--,--,7.61
SBY UN Equity,Silver Bay Realty Trust Corp,--,--,17.53
PESXQ UN Equity,Pioneer Energy Services Corp,--,--,4.04
FTV UN Equity,Fortive Corp,--,--,50.9
BHR UN Equity,Braemar Hotels & Resorts Inc,--,--,14.1
VRTV UN Equity,Veritiv Corp,--,--,50.17
CR UN Equity,Crane Co,--,--,63.01
KAI UN Equity,Kadant Inc,--,--,52.11
EBSB UW Equity,Meridian Bancorp Inc,--,--,15.57
FFNW UW Equity,First Financial Northwest Inc,--,--,14.17
CRDF UR Equity,Cardiff Oncology Inc,--,--,4.49
FLO UN Equity,Flowers Foods Inc,--,--,15.12
WINSF UR Equity,Wins Finance Holdings Inc,--,--,29.57
MDRIQ UN Equity,McDermott International Inc,--,--,5.01
SPNT UN Equity,SiriusPoint Ltd,--,--,12
NFBK UW Equity,Northfield Bancorp Inc,--,--,16.1
TLRDQ UN Equity,Tailored Brands Inc,--,--,15.7
RLGT UA Equity,Radiant Logistics Inc,--,--,2.84
RAMP UW Equity,LiveRamp Holdings Inc,--,--,26.65
IRDM UW Equity,Iridium Communications Inc,--,--,8.11
WSR UN Equity,Whitestone REIT,--,--,13.88
XRX UN Equity,Xerox Holdings Corp,--,--,10.13
DAN UN Equity,Dana Inc,--,--,15.59
NSA UN Equity,National Storage Affiliates Trust,--,--,20.94
GPT UN Equity,Gramercy Property Trust,--,--,9.64
SATS UW Equity,EchoStar Corp,--,--,43.83
TKR UN Equity,Timken Co/The,--,--,35.14
STML UR Equity,Stemline Therapeutics Inc,--,--,10.83
RCL UN Equity,Royal Caribbean Cruises Ltd,--,--,74.95
DECK UN Equity,Deckers Outdoor Corp,--,--,59.55
BGGSQ UN Equity,Briggs & Stratton Corp,--,--,18.65
LII UN Equity,Lennox International Inc,--,--,157.03
1624831D UN Equity,TIAA FSB Holdings Inc,--,--,19.36
JUNO UW Equity,Juno Therapeutics Inc,--,--,30.01
EGL UN Equity,Engility Holdings Inc,--,--,31.5
NCOM UW Equity,National Commerce Corp,--,--,27.06
ANGO UW Equity,AngioDynamics Inc,--,--,17.54
ZGNX UQ Equity,Zogenix Inc,--,--,11.43
GRA UN Equity,W R Grace & Co,--,--,73.8
CWEI UN Equity,Clayton Williams Energy Inc,--,--,85.44
RRTS UN Equity,Roadrunner Transportation Systems Inc,--,--,7.98
AMH UN Equity,American Homes 4 Rent,--,--,21.64
ASCMA UW Equity,Ascent Capital Group Inc,--,--,23.17
RST UN Equity,Rosetta Stone Inc,--,--,8.48
KSU UN Equity,Kansas City Southern,--,--,93.32
NGVC UN Equity,Natural Grocers by Vitamin Cottage Inc,--,--,11.16
SCVL UW Equity,Shoe Carnival Inc,--,--,26.66
SREV UW Equity,ServiceSource International Inc,--,--,4.88
HOSSQ UN Equity,Hornbeck Offshore Services Inc,--,--,5.5
VTOL UN Equity,Bristow Group Inc,--,--,8.05
ALG UN Equity,Alamo Group Inc,--,--,65.89
TPHS UA Equity,Trinity Place Holdings Inc,--,--,9.78
NC UN Equity,NACCO Industries Inc,--,--,67.96
GCAP UN Equity,GAIN Capital Holdings Inc,--,--,6.18
TBNK UW Equity,Territorial Bancorp Inc,--,--,28.66
LPLA UW Equity,LPL Financial Holdings Inc,--,--,29.91
MTX UN Equity,Minerals Technologies Inc,--,--,70.69
AIN UN Equity,Albany International Corp,--,--,42.38
OA UN Equity,Northrop Grumman Innovation Systems Inc,--,--,76.23
ATO UN Equity,Atmos Energy Corp,--,--,74.47
WDC UW Equity,Western Digital Corp,--,--,58.47
VER UN Equity,VEREIT Inc,--,--,10.37
FCPT UN Equity,Four Corners Property Trust Inc,--,--,21.33
BOH UN Equity,Bank of Hawaii Corp,--,--,72.62
BKU UN Equity,BankUnited Inc,--,--,30.2
B UN Equity,Barnes Group Inc,--,--,40.55
BKH UN Equity,Black Hills Corp,--,--,61.22
CIEIQ UN Equity,Cobalt International Energy Inc,--,--,1.24
MTRN UN Equity,Materion Corp,--,--,30.71
HR UN Equity,Healthcare Realty Trust Inc,--,--,34.06
CBT UN Equity,Cabot Corp,--,--,52.41
1667208D UN Equity,Calgon Carbon Corp,--,--,15.17
CSL UN Equity,Carlisle Cos Inc,--,--,102.57
P UN Equity,Pandora Media LLC,--,--,14.33
CHSP UN Equity,Chesapeake Lodging Trust,--,--,22.9
PEB UN Equity,Pebblebrook Hotel Trust,--,--,26.6
CBB UN Equity,Cincinnati Bell Inc,--,--,4.08
CLDT UN Equity,Chatham Lodging Trust,--,--,19.25
AVX UN Equity,AVX Corp,--,--,13.79
CMC UN Equity,Commercial Metals Co,--,--,16.19
LEA UN Equity,Lear Corp,--,--,121.22
CTS UN Equity,CTS Corp,--,--,18.6
CW UN Equity,Curtiss-Wright Corp,--,--,91.11
TRNO UN Equity,Terreno Realty Corp,--,--,27.51
DBD UN Equity,Diebold Nixdorf Inc,--,--,24.79
DCI UN Equity,Donaldson Co Inc,--,--,37.33
CALX UN Equity,Calix Inc,--,--,7.35
ALEX UN Equity,Alexander & Baldwin Inc,--,--,38.42
ESE UN Equity,ESCO Technologies Inc,--,--,46.42
TLYS UN Equity,Tilly's Inc,--,--,9.39
ESL UN Equity,Esterline Technologies Corp,--,--,76.04
FSS UN Equity,Federal Signal Corp,--,--,13.26
FCF UN Equity,First Commonwealth Financial Corp,--,--,10.09
JACK UW Equity,Jack in the Box Inc,--,--,95.94
AEL UN Equity,American Equity Investment Life Holding,--,--,17.73
GATX UN Equity,GATX Corp,--,--,44.55
SEMG UN Equity,SemGroup Corp,--,--,35.36
AJRD UN Equity,Aerojet Rocketdyne Holdings Inc,--,--,17.58
HAE UN Equity,Haemonetics Corp,--,--,36.21
TVTX UQ Equity,Travere Therapeutics Inc,--,--,22.38
HE UN Equity,Hawaiian Electric Industries Inc,--,--,29.85
MTH UN Equity,Meritage Homes Corp,--,--,34.7
HMN UN Equity,Horace Mann Educators Corp,--,--,36.65
IL UN Equity,Intralinks Holdings Inc,--,--,10.06
HUBB UN Equity,Hubbell Inc,--,--,107.74
IDA UN Equity,IDACORP Inc,--,--,78.28
IEX UN Equity,IDEX Corp,--,--,93.57
PLOW UN Equity,Douglas Dynamics Inc,--,--,31.94
INT UN Equity,World Fuel Services Corp,--,--,46.26
EXPR UN Equity,Express Inc,--,--,11.79
NWLI UW Equity,National Western Life Group Inc,--,--,205.37
HPP UN Equity,Hudson Pacific Properties Inc,--,--,32.87
AXE UN Equity,Anixter International Inc,--,--,64.5
RPXC UW Equity,RPX Corp,--,--,10.69
GXP UN Equity,Great Plains Energy Inc,--,--,27.29
GDOT UN Equity,Green Dot Corp,--,--,23.06
FL UN Equity,Foot Locker Inc,--,--,67.72
KMT UN Equity,Kennametal Inc,--,--,29.02
SGRY UW Equity,Surgery Partners Inc,--,--,20.24
LZB UN Equity,La-Z-Boy Inc,--,--,24.56
MCRN UN Equity,Milacron Holdings Corp,--,--,15.96
SR UN Equity,Spire Inc,--,--,63.74
TOWR UN Equity,Tower International Inc,--,--,24.1
OASPQ UN Equity,Oasis Petroleum Inc,--,--,11.47
GNL UN Equity,Global Net Lease Inc,--,--,8.16
MDC UN Equity,MDC Holdings Inc,--,--,25.8
ALE UN Equity,ALLETE Inc,--,--,59.62
GNRT UN Equity,Gener8 Maritime Inc,--,--,5.12
MLI UN Equity,Mueller Industries Inc,--,--,32.42
BLMT UR Equity,BSB Bancorp Inc/MA,--,--,23.43
TCBK UW Equity,TriCo Bancshares,--,--,26.77
NFG UN Equity,National Fuel Gas Co,--,--,54.07
NPK UN Equity,National Presto Industries Inc,--,--,87.79
NJR UN Equity,New Jersey Resources Corp,--,--,32.86
FSAM UW Equity,Fifth Street Asset Management Inc,--,--,5.51
OGE UN Equity,OGE Energy Corp,--,--,31.62
OLN UN Equity,Olin Corp,--,--,20.52
THR UN Equity,Thermon Group Holdings Inc,--,--,19.75
OMI UN Equity,Owens & Minor Inc,--,--,34.73
TVIAQ UW Equity,TerraVia Holdings Inc,--,--,2.75
BANF UW Equity,BancFirst Corp,--,--,72.51
PKE UN Equity,Park Aerospace Corp,--,--,17.37
AFG UN Equity,American Financial Group Inc/OH,--,--,75
PVH UN Equity,PVH Corp,--,--,110.5
PNY UN Equity,Piedmont Natural Gas Co Inc,--,--,60.04
RJF UN Equity,Raymond James Financial Inc,--,--,58.21
KEYW UW Equity,KeyW Holding Corp/The,--,--,11.04
LBYYQ UA Equity,Libbey Inc,--,--,17.85
RLI UN Equity,RLI Corp,--,--,68.36
BAH UN Equity,Booz Allen Hamilton Holding Corp,--,--,31.61
AL UN Equity,Air Lease Corp,--,--,28.58
SJI UN Equity,South Jersey Industries Inc,--,--,29.55
SWX UN Equity,Southwest Gas Holdings Inc,--,--,69.86
SMP UN Equity,Standard Motor Products Inc,--,--,47.76
ZG UW Equity,Zillow Group Inc,--,--,34.45
ARA UN Equity,American Renal Associates Holdings Inc,--,--,18.27
CAA UN Equity,CalAtlantic Group Inc/old,--,--,33.44
SXI UN Equity,Standex International Corp,--,--,92.87
LECO UW Equity,Lincoln Electric Holdings Inc,--,--,62.62
SF UN Equity,Stifel Financial Corp,--,--,38.45
SUP UN Equity,Superior Industries International Inc,--,--,29.16
FTDCQ UW Equity,Gue Liq Cos Inc,--,--,20.57
VRA UW Equity,Vera Bradley Inc,--,--,15.15
AY UW Equity,Atlantica Sustainable Infrastructure PLC,--,--,19.01
TG UN Equity,Tredegar Corp,--,--,18.59
GABC UW Equity,German American Bancorp Inc,--,--,38.93
UGI UN Equity,UGI Corp,--,--,45.24
UNF UN Equity,UniFirst Corp/MA,--,--,131.86
UNTCQ UN Equity,Unit Corp,--,--,18.6
UVV UN Equity,Universal Corp/VA,--,--,58.22
ASC UN Equity,Ardmore Shipping Corp,--,--,7.04
WGL UN Equity,WGL Holdings Inc,--,--,62.7
AVA UN Equity,Avista Corp,--,--,41.79
WRI UN Equity,Weingarten Realty Investors,--,--,38.98
WWW UN Equity,Wolverine World Wide Inc,--,--,23.03
CBRL UW Equity,Cracker Barrel Old Country Store Inc,--,--,132.22
ACTA UW Equity,Actua Corp,--,--,12.95
KELYA UW Equity,Kelly Services Inc,--,--,19.22
LNCE UW Equity,Snyder's-Lance Inc,--,--,33.58
MENT UW Equity,Mentor Graphics Corp,--,--,26.44
SON UN Equity,Sonoco Products Co,--,--,52.83
FRGI UW Equity,Fiesta Restaurant Group Inc,--,--,24
ENTA UW Equity,Enanta Pharmaceuticals Inc,--,--,26.61
ESND UW Equity,Essendant Inc,--,--,20.52
ARCB UW Equity,ArcBest Corp,--,--,19.02
WSTC UW Equity,Intrado Corp,--,--,22.08
ACAT UW Equity,Arctic Cat Inc,--,--,15.49
AVD UN Equity,American Vanguard Corp,--,--,16.06
CARO UR Equity,Carolina Financial Corp,--,--,22.34
NRC UW Equity,National Research Corp,--,--,16.29
TVTY UW Equity,Tivity Health Inc,--,--,26.46
9990408D UN Equity,Aaron's LLC,--,--,--
LUB UN Equity,Luby's Inc,--,--,4.29
ATNI UW Equity,ATN International Inc,--,--,65.04
BELFB UW Equity,Bel Fuse Inc,--,--,24.14
INN UN Equity,Summit Hotel Properties Inc,--,--,13.16
VRNT UW Equity,Verint Systems Inc,--,--,37.63
BHE UN Equity,Benchmark Electronics Inc,--,--,24.95
BIO UN Equity,Bio-Rad Laboratories Inc,--,--,163.81
BKE UN Equity,Buckle Inc/The,--,--,24.03
AAT UN Equity,American Assets Trust Inc,--,--,43.38
CHEF UW Equity,Chefs' Warehouse Inc/The,--,--,11.14
BRC UN Equity,Brady Corp,--,--,34.61
1847942D UN Equity,LANXESS Solutions US Inc,--,--,32.81
CATO UN Equity,Cato Corp/The,--,--,32.89
VVI UN Equity,Viad Corp,--,--,36.87
PFC UW Equity,Premier Financial Corp,--,--,44.64
CAL UN Equity,Caleres Inc,--,--,25.29
FRP UR Equity,FairPoint Communications LLC,--,--,15.03
CATY UW Equity,Cathay General Bancorp,--,--,30.78
RLJ UN Equity,RLJ Lodging Trust,--,--,21.03
CBU UN Equity,Community Bank System Inc,--,--,48.11
CDR UN Equity,Cedar Realty Trust Inc,--,--,7.2
CENTA UW Equity,Central Garden & Pet Co,--,--,24.8
MYRG UW Equity,MYR Group Inc,--,--,30.1
CHCO UW Equity,City Holding Co,--,--,50.29
WAIR UN Equity,Wesco Aircraft Holdings Inc,--,--,13.43
CGIPQ UN Equity,Celadon Group Inc,--,--,8.74
CLH UN Equity,Clean Harbors Inc,--,--,47.98
GNE UN Equity,Genie Energy Ltd,--,--,5.9
UNIT UW Equity,Uniti Group Inc,--,--,31.41
RATE UN Equity,Bankrate Inc,--,--,8.48
CMTL UW Equity,Comtech Telecommunications Corp,--,--,12.81
AFHIF UR Equity,Atlas Financial Holdings Inc,--,--,15.77
CNMD UW Equity,CONMED Corp,--,--,40.06
COTV UN Equity,Cotiviti Holdings Inc,--,--,33.53
COHU UW Equity,Cohu Inc,--,--,11.74
FRC UN Equity,First Republic Bank/CA,--,--,77.11
COLB UW Equity,Columbia Banking System Inc,--,--,32.72
BH UN Equity,Biglari Holdings Inc,--,--,436.02
AFAM UW Equity,Almost Family Inc,--,--,36.77
TSQ UN Equity,Townsquare Media Inc,--,--,9.34
ASNAQ UW Equity,Ascena Retail Group Inc,--,--,5.59
DGII UW Equity,Digi International Inc,--,--,11.4
DIOD UW Equity,Diodes Inc,--,--,21.34
GPI UN Equity,Group 1 Automotive Inc,--,--,63.88
CACQ UW Equity,Caesars Acquisition Co,--,--,12.42
SPXC UN Equity,SPX Corp,--,--,20.14
WEN UW Equity,Wendy's Co/The,--,--,10.8
MGNI UN Equity,Magnite Inc,--,--,8.28
ENZ UN Equity,Enzo Biochem Inc,--,--,5.09
ESIO UW Equity,Electro Scientific Industries Inc,--,--,5.64
EZPW UW Equity,EZCORP Inc,--,--,11.06
KEYS UN Equity,Keysight Technologies Inc,--,--,31.69
AVNS UN Equity,Avanos Medical Inc,--,--,34.66
FNB UN Equity,FNB Corp/PA,--,--,12.3
KE UW Equity,Kimball Electronics Inc,--,--,13.86
FELE UW Equity,Franklin Electric Co Inc,--,--,40.71
FFBC UW Equity,First Financial Bancorp,--,--,21.84
FBP UN Equity,First BanCorp/Puerto Rico,--,--,5.2
IMDZ UQ Equity,Immune Design Corp,--,--,7.58
ONB UW Equity,Old National Bancorp/IN,--,--,14.06
IGT UN Equity,International Game Technology PLC,--,--,24.38
FINL UW Equity,Finish Line Inc/The,--,--,23.08
BOOT UN Equity,Boot Barn Holdings Inc,--,--,11.38
SPNX UN Equity,SESI Holdings Inc,--,--,17.9
FMBI UW Equity,First Midwest Bancorp Inc/IL,--,--,19.36
PDSB UW Equity,PDS Biotechnology Corp,--,--,10.41
FREDQ UW Equity,Fred's Inc,--,--,9.06
GWB UN Equity,Great Western Bancorp Inc,--,--,33.32
FULT UW Equity,Fulton Financial Corp,--,--,14.52
GBCI UW Equity,Glacier Bancorp Inc,--,--,28.52
GVA UN Equity,Granite Construction Inc,--,--,49.74
GCO UN Equity,Genesco Inc,--,--,54.46
GK UW Equity,G&K Services LLC,--,--,95.49
AUB UW Equity,Atlantic Union Bankshares Corp,--,--,26.77
GNTX UW Equity,Gentex Corp,--,--,17.56
HVT UN Equity,Haverty Furniture Cos Inc,--,--,20.04
HWC UW Equity,Hancock Whitney Corp,--,--,32.43
Z UW Equity,Zillow Group Inc,--,--,34.65
CNA UN Equity,CNA Financial Corp,--,--,34.41
SRG UN Equity,Seritage Growth Properties,--,--,50.68
NEU UN Equity,NewMarket Corp,--,--,429.32
TPH UN Equity,Tri Pointe Homes Inc,--,--,13.18
FCFS UN Equity,FirstCash Inc,--,--,47.08
HWKN UW Equity,Hawkins Inc,--,--,43.33
NL UN Equity,NL Industries Inc,--,--,3.93
ICUI UW Equity,ICU Medical Inc,--,--,126.38
SLRX UQ Equity,Salarius Pharmaceuticals Inc,--,--,11.78
TILE UW Equity,Interface Inc,--,--,16.69
DIN UN Equity,Dine Brands Global Inc,--,--,79.19
IIVI UW Equity,II-VI Inc,--,--,24.33
INDB UW Equity,Independent Bank Corp,--,--,54.09
QCRH UQ Equity,QCR Holdings Inc,--,--,31.74
AEGN UW Equity,Aegion Corp,--,--,19.07
GFF UN Equity,Griffon Corp,--,--,17.01
IVC UN Equity,Invacare Corp,--,--,11.17
IPAR UW Equity,Inter Parfums Inc,--,--,32.27
ITG UN Equity,Investment Technology Group Inc,--,--,17.14
CLDX UW Equity,Celldex Therapeutics Inc,--,--,4.04
KEX UN Equity,Kirby Corp,--,--,62.16
VIVO UW Equity,Meridian Bioscience Inc,--,--,19.29
KOPN UW Equity,Kopin Corp,--,--,2.18
USG UN Equity,USG Corp,--,--,25.85
LAWS UW Equity,Lawson Products Inc/DE,--,--,17.73
WNR UN Equity,Western Refining Inc,--,--,26.46
LNN UN Equity,Lindsay Corp,--,--,73.98
LXU UN Equity,LSB Industries Inc,--,--,8.58
PRA UN Equity,ProAssurance Corp,--,--,52.48
AE UA Equity,Adams Resources & Energy Inc,--,--,39.32
MEI UN Equity,Methode Electronics Inc,--,--,34.97
MMSI UW Equity,Merit Medical Systems Inc,--,--,24.29
MSA UN Equity,MSA Safety Inc,--,--,58.04
MOG/A UN Equity,Moog Inc,--,--,59.54
RT UN Equity,Ruby Tuesday Inc,--,--,2.5
MCS UN Equity,Marcus Corp/The,--,--,25.04
MCY UN Equity,Mercury General Corp,--,--,54.85
MTRX UW Equity,Matrix Service Co,--,--,18.76
HCCI UW Equity,Heritage-Crystal Clean Inc,--,--,13.28
MTSC UW Equity,MTS Systems Corp,--,--,46.03
ONTO UW Equity,Onto Innovation Inc,--,--,22.34
GTY UN Equity,Getty Realty Corp,--,--,23.93
NAVG UW Equity,Navigators Group Inc/The,--,--,96.92
ZNGA UW Equity,Zynga Inc,--,--,2.91
NBTB UW Equity,NBT Bancorp Inc,--,--,32.87
1745597D UW Equity,Tesla Energy Operations Inc/DE,--,--,19.56
XONE UW Equity,ExOne Co/The,--,--,15.22
NNN UN Equity,National Retail Properties Inc,--,--,50.85
PTLA UW Equity,Portola Pharmaceuticals Inc,--,--,22.71
EPZM UW Equity,Epizyme Inc,--,--,9.84
NWN UN Equity,Northwest Natural Holding Co,--,--,60.11
ODFL UW Equity,Old Dominion Freight Line Inc,--,--,68.61
CNTY UR Equity,Century Casinos Inc,--,--,6.91
PHIKQ UW Equity,PHI Inc,--,--,18.17
BRSWQ UN Equity,Bristow Group Inc/old,--,--,14.02
IBTX UW Equity,Independent Bank Group Inc,--,--,44.17
PEGI UW Equity,Pattern Energy Group LLC,--,--,22.49
CUZ UN Equity,Cousins Properties Inc,--,--,10.44
PEI UN Equity,Pennsylvania Real Estate Investment Trus,--,--,23.03
PDCE UW Equity,PDC Energy Inc,--,--,67.06
CECE UW Equity,CECO Environmental Corp,--,--,11.28
AGYS UW Equity,Agilysys Inc,--,--,11.12
1448021D UN Equity,Parkway Properties Inc/Md,--,--,17.01
NMRX UW Equity,Sierra Wireless Services America Holding,--,--,7.78
NYNY UQ Equity,Empire Resorts Inc,--,--,20.24
CHMG UW Equity,Chemung Financial Corp,--,--,28.99
PLXS UW Equity,Plexus Corp,--,--,46.78
CASH UW Equity,Meta Financial Group Inc,--,--,60.61
POWL UW Equity,Powell Industries Inc,--,--,40.05
ITIC UW Equity,Investors Title Co,--,--,99.5
REIS UW Equity,Reis Inc,--,--,20.46
WMAR UW Equity,West Marine Inc,--,--,8.27
KWR UN Equity,Quaker Chemical Corp,--,--,105.93
BREW UW Equity,Craft Brew Alliance Inc,--,--,18.83
RBC UN Equity,Regal Beloit Corp,--,--,59.49
DMRC UW Equity,Digimarc Corp,--,--,38.35
ORBC UW Equity,ORBCOMM Inc,--,--,10.25
RGS UN Equity,Regis Corp,--,--,12.55
OFC UN Equity,Corporate Office Properties Trust,--,--,28.35
OSBC UW Equity,Old Second Bancorp Inc,--,--,8.31
CMO UN Equity,Capstead Mortgage Corp,--,--,9.43
FLNT UQ Equity,Fluent Inc,--,--,5.09
ADUS UW Equity,Addus HomeCare Corp,--,--,26.16
ROG UN Equity,Rogers Corp,--,--,61.08
DFRG UW Equity,Del Frisco's Restaurant Group Inc,--,--,13.47
FRG UW Equity,Franchise Group Inc,--,--,12.78
SAFM UW Equity,Sanderson Farms Inc,--,--,96.33
SCHL UW Equity,Scholastic Corp,--,--,39.36
SCL UN Equity,Stepan Co,--,--,72.66
SUI UN Equity,Sun Communities Inc,--,--,78.48
TTPH UW Equity,Tetraphase Pharmaceuticals Inc,--,--,3.83
SMG UN Equity,Scotts Miracle-Gro Co/The,--,--,83.27
LEN/B UN Equity,Lennar Corp,--,--,33.57
FPRX UW Equity,Five Prime Therapeutics Inc,--,--,52.49
SENEA UW Equity,Seneca Foods Corp,--,--,28.24
SFNC UW Equity,Simmons First National Corp,--,--,49.9
SHLM UW Equity,Lyondellbasell Advanced Polymers Inc,--,--,29.12
LMNR UW Equity,Limoneira Co,--,--,18.9
ICON UW Equity,Iconix Brand Group Inc,--,--,8.12
FBIZ UW Equity,First Business Financial Services Inc,--,--,23.5
SIGI UW Equity,Selective Insurance Group Inc,--,--,39.86
RPAI UN Equity,Retail Properties of America Inc,--,--,16.8
AAL UW Equity,American Airlines Group Inc,--,--,36.61
SIGM UW Equity,Sigma Designs Inc,--,--,7.79
STC UN Equity,Stewart Information Services Corp,--,--,44.45
SIVB UW Equity,SVB Financial Group,--,--,110.54
SHYF UW Equity,Shyft Group Inc/The,--,--,9.58
STBA UW Equity,S&T Bancorp Inc,--,--,28.99
BLX UN Equity,Bladex,--,--,28.18
TAHO UN Equity,Tahoe Resources Inc,--,--,12.83
BRSS UN Equity,Global Brass and Copper Holdings Inc,--,--,28.89
AWR UN Equity,American States Water Co,--,--,40.05
TNC UN Equity,Tennant Co,--,--,64.8
TMP UA Equity,Tompkins Financial Corp,--,--,76.41
ECOM UN Equity,ChannelAdvisor Corp,--,--,12.93
DX UN Equity,Dynex Capital Inc,--,--,7.42
TFX UN Equity,Teleflex Inc,--,--,168.05
ICBK UQ Equity,County Bancorp Inc,--,--,20.01
TRMB UW Equity,Trimble Inc,--,--,28.56
TRST UW Equity,TrustCo Bank Corp NY,--,--,7.09
TTI UN Equity,TETRA Technologies Inc,--,--,6.11
UBSI UW Equity,United Bankshares Inc/WV,--,--,37.67
OKSB UW Equity,Southwest Bancorp Inc,--,--,18.99
UFCS UW Equity,United Fire Group Inc,--,--,42.32
KMPR UN Equity,Kemper Corp,--,--,39.32
VMI UN Equity,Valmont Industries Inc,--,--,134.57
VICR UW Equity,Vicor Corp,--,--,11.6
TTEK UW Equity,Tetra Tech Inc,--,--,35.47
SCWX UW Equity,SecureWorks Corp,--,--,12.51
WTS UN Equity,Watts Water Technologies Inc,--,--,64.84
WBS UN Equity,Webster Financial Corp,--,--,38.01
UFPT UR Equity,UFP Technologies Inc,--,--,26.5
WERN UW Equity,Werner Enterprises Inc,--,--,23.27
WAFD UW Equity,Washington Federal Inc,--,--,26.68
JW/A UN Equity,John Wiley & Sons Inc,--,--,51.61
WIRE UW Equity,Encore Wire Corp,--,--,36.77
ARW UN Equity,Arrow Electronics Inc,--,--,63.97
WRLD UW Equity,World Acceptance Corp,--,--,49.04
ZBRA UW Equity,Zebra Technologies Corp,--,--,69.61
SKT UN Equity,Tanger Factory Outlet Centers Inc,--,--,38.96
SIG UN Equity,Signet Jewelers Ltd,--,--,74.53
HT UN Equity,Hersha Hospitality Trust,--,--,18.02
LTC UN Equity,LTC Properties Inc,--,--,51.99
OHI UN Equity,Omega Healthcare Investors Inc,--,--,35.45
CCP UN Equity,Care Capital Properties Inc,--,--,28.5
TCO UN Equity,Taubman Centers Inc,--,--,74.41
SM UN Equity,SM Energy Co,--,--,38.58
FRO UN Equity,Frontline Ltd/Bermuda,--,--,7.17
BBOX UW Equity,Black Box Corp,--,--,13.9
CKH UN Equity,SEACOR Holdings Inc,--,--,59.49
BCRX UW Equity,BioCryst Pharmaceuticals Inc,--,--,4.41
CRY UN Equity,CryoLife Inc,--,--,17.57
AKR UN Equity,Acadia Realty Trust,--,--,36.24
PERY UW Equity,Perry Ellis International Inc,--,--,19.28
1752683D UW Equity,First Connecticut Bancorp Inc/Farmington,--,--,17.79
RGA UN Equity,Reinsurance Group of America Inc,--,--,107.94
GEF UN Equity,Greif Inc,--,--,49.59
PPS UN Equity,Post Properties Inc,--,--,66.13
MCRI UW Equity,Monarch Casino & Resort Inc,--,--,25.17
MOV UN Equity,Movado Group Inc,--,--,21.48
UTEK UW Equity,Ultratech Inc,--,--,23.08
BFS UN Equity,Saul Centers Inc,--,--,66.6
MHO UN Equity,M/I Homes Inc,--,--,23.57
BFIN UW Equity,BankFinancial Corp,--,--,12.7
ROCK UW Equity,Gibraltar Industries Inc,--,--,37.15
AVID UW Equity,Avid Technology Inc,--,--,7.94
UFPI UW Equity,UFP Industries Inc,--,--,98.49
LXP UN Equity,Lexington Realty Trust,--,--,10.3
FFIN UW Equity,First Financial Bankshares Inc,--,--,36.44
HAIN UW Equity,Hain Celestial Group Inc/The,--,--,35.58
MAA UN Equity,Mid-America Apartment Communities Inc,--,--,93.99
GEF/B UN Equity,Greif Inc,--,--,60.59
AF UN Equity,Astoria Financial Corp,--,--,14.6
BNED UN Equity,Barnes & Noble Education Inc,--,--,9.57
DAKT UW Equity,Daktronics Inc,--,--,9.54
ALB UN Equity,Albemarle Corp,--,--,85.49
TBI UN Equity,TrueBlue Inc,--,--,22.66
DSPG UW Equity,DSP Group Inc,--,--,12.01
BPFH UW Equity,Boston Private Financial Holdings Inc,--,--,12.83
MINI UW Equity,Mobile Mini Inc,--,--,30.2
1865332D UW Equity,TerraForm Global Inc,--,--,4.11
OGS UN Equity,ONE Gas Inc,--,--,61.84
DAR UN Equity,Darling Ingredients Inc,--,--,13.51
ORM UA Equity,Owens Realty Mortgage Inc,--,--,17.32
SCSC UW Equity,ScanSource Inc,--,--,36.5
AGFS UW Equity,AgroFresh Solutions Inc,--,--,5.29
SFR UN Equity,Starwood Waypoint Homes,--,--,28.7
1824551D UN Equity,Alterra Mountain Co,--,--,16.22
TK UN Equity,Teekay Corp,--,--,7.71
HIW UN Equity,Highwoods Properties Inc,--,--,52.12
